n,r,m
"(:Exo {exoId: 7, exoDescription: De Paexo Back is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Paexo Back, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 1, nameNeg: extensie van de rug, dofDirection: ExtFlex, namePos: flexie van de rug, dofName: Flexie(+)/Extensie(-)_Rug})"
"(:Exo {exoId: 7, exoDescription: De Paexo Back is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Paexo Back, exoManufacturer: Ottobock Bionic Exoskeletons})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 4, nameNeg: extensie van de heup, dofDirection: ExtFlex, namePos: flexie van de heup, dofName: Flexie(+)/Extensie(-)_Heup})"
"(:Exo {exoId: 7, exoDescription: De Paexo Back is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Paexo Back, exoManufacturer: Ottobock Bionic Exoskeletons})","[:GIVES_RESISTANCE_IN {aim: Nee, rangeAdjustable: Ja, lowerBoundMinAngle: 15, lowerBoundMaxAngle: 90, sizeAdjustable: Nee, direction: 1}]","(:Dof {dofId: 1, nameNeg: extensie van de rug, dofDirection: ExtFlex, namePos: flexie van de rug, dofName: Flexie(+)/Extensie(-)_Rug})"
"(:Exo {exoId: 7, exoDescription: De Paexo Back is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Paexo Back, exoManufacturer: Ottobock Bionic Exoskeletons})","[:GIVES_RESISTANCE_IN {aim: Nee, rangeAdjustable: Ja, lowerBoundMinAngle: 15, lowerBoundMaxAngle: 90, sizeAdjustable: Nee, direction: 1}]","(:Dof {dofId: 4, nameNeg: extensie van de heup, dofDirection: ExtFlex, namePos: flexie van de heup, dofName: Flexie(+)/Extensie(-)_Heup})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 1, nameNeg: extensie van de rug, dofDirection: ExtFlex, namePos: flexie van de rug, dofName: Flexie(+)/Extensie(-)_Rug})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 4, nameNeg: extensie van de heup, dofDirection: ExtFlex, namePos: flexie van de heup, dofName: Flexie(+)/Extensie(-)_Heup})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 19, nameNeg: extensie van de knie, dofDirection: ExtFlex, namePos: flexie van de knie, dofName: Flexie(+)/Extensie(-)_Knie})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})","[:GIVES_RESISTANCE_IN {aim: Nee, rangeAdjustable: Nee, sizeAdjustable: Ja, direction: 1}]","(:Dof {dofId: 1, nameNeg: extensie van de rug, dofDirection: ExtFlex, namePos: flexie van de rug, dofName: Flexie(+)/Extensie(-)_Rug})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})","[:GIVES_RESISTANCE_IN {aim: Nee, rangeAdjustable: Nee, sizeAdjustable: Ja, direction: 1}]","(:Dof {dofId: 4, nameNeg: extensie van de heup, dofDirection: ExtFlex, namePos: flexie van de heup, dofName: Flexie(+)/Extensie(-)_Heup})"
"(:Exo {exoId: 25, exoDescription: De CareExo Lift is een passief exosuit, specifiek voor de zorg ontwikkeld, dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij patiëntentransfers., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: CareExo Lift, exoManufacturer: Hunic})","[:GIVES_RESISTANCE_IN {aim: Nee, rangeAdjustable: Nee, sizeAdjustable: Ja, direction: 1}]","(:Dof {dofId: 19, nameNeg: extensie van de knie, dofDirection: ExtFlex, namePos: flexie van de knie, dofName: Flexie(+)/Extensie(-)_Knie})"
"(:Exo {exoId: 29, exoDescription: De Chairless Chair is een passief exoskelet dat de benen en onderrug ontlast doordat er snel, gemakkelijk en flexibel gewisseld kan worden tussen zitten, staan en lopen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Chairless Chair, exoManufacturer: Noonee})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 19, nameNeg: extensie van de knie, dofDirection: ExtFlex, namePos: flexie van de knie, dofName: Flexie(+)/Extensie(-)_Knie})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 1, nameNeg: extensie van de rug, dofDirection: ExtFlex, namePos: flexie van de rug, dofName: Flexie(+)/Extensie(-)_Rug})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 4, nameNeg: extensie van de heup, dofDirection: ExtFlex, namePos: flexie van de heup, dofName: Flexie(+)/Extensie(-)_Heup})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})","[:GIVES_RESISTANCE_IN {aim: Nee, rangeAdjustable: Nee, sizeAdjustable: Ja, direction: 1}]","(:Dof {dofId: 1, nameNeg: extensie van de rug, dofDirection: ExtFlex, namePos: flexie van de rug, dofName: Flexie(+)/Extensie(-)_Rug})"
"(:Exo {exoId: 35, exoDescription: De LiftSuit is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LiftSuit 2.0, exoManufacturer: Auxivo})","[:GIVES_RESISTANCE_IN {aim: Nee, rangeAdjustable: Nee, sizeAdjustable: Ja, direction: 1}]","(:Dof {dofId: 4, nameNeg: extensie van de heup, dofDirection: ExtFlex, namePos: flexie van de heup, dofName: Flexie(+)/Extensie(-)_Heup})"
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 12, nameNeg: retroflexie van de schouder, dofDirection: ExtFlex, namePos: anteflexie van de schouder, dofName: Anteflexie(+)/Retroflexie(-)_Schouder})"
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 13, nameNeg: adductie van de schouder, dofDirection: AddAbd, namePos: abductie van de schouder, dofName: Abductie(+)/Adductie(-)_Schouder})"
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})","[:GIVES_RESISTANCE_IN {aim: Nee, rangeAdjustable: Nee, lowerBoundMinAngle: 30, lowerBoundMaxAngle: 30, upperBoundMinAngle: 180, sizeAdjustable: Ja, upperBoundMaxAngle: 180, direction: -1}]","(:Dof {dofId: 12, nameNeg: retroflexie van de schouder, dofDirection: ExtFlex, namePos: anteflexie van de schouder, dofName: Anteflexie(+)/Retroflexie(-)_Schouder})"
"(:Exo {exoId: 36, exoDescription: De Skelex 360-XFR is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex 360-XFR, exoManufacturer: Skelex})","[:GIVES_RESISTANCE_IN {aim: Nee, rangeAdjustable: Nee, lowerBoundMinAngle: 45, lowerBoundMaxAngle: 45, upperBoundMinAngle: 145, sizeAdjustable: Ja, upperBoundMaxAngle: 145, direction: -1}]","(:Dof {dofId: 13, nameNeg: adductie van de schouder, dofDirection: AddAbd, namePos: abductie van de schouder, dofName: Abductie(+)/Adductie(-)_Schouder})"
"(:Exo {exoId: 37, exoDescription: De Skelex Neck Support is een passief exoskelet dat de nek ontlast bij het statisch achteroverbuigen van het hoofd., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex Neck Support, exoManufacturer: Skelex})",[:HAS_AS_MAIN_DOF],"(:Dof {dofId: 9, nameNeg: extensie van de nek, dofDirection: ExtFlex, namePos: flexie van de nek, dofName: Flexie(+)/Extensie(-)_Nek})"
"(:Exo {exoId: 37, exoDescription: De Skelex Neck Support is een passief exoskelet dat de nek ontlast bij het statisch achteroverbuigen van het hoofd., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Skelex Neck Support, exoManufacturer: Skelex})","[:GIVES_RESISTANCE_IN {aim: Nee, rangeAdjustable: Nee, sizeAdjustable: Nee, direction: -1}]","(:Dof {dofId: 9, nameNeg: extensie van de nek, dofDirection: ExtFlex, namePos: flexie van de nek, dofName: Flexie(+)/Extensie(-)_Nek})"
"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Handling / Activity On The Object, aimTypeIsSelectable: x, aimTypeName: Manipulatie / Activiteit met het object})"
"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Handling / Activity On The Object, aimTypeIsSelectable: x, aimTypeName: Manipulatie / Activiteit met het object})"
"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Handling / Activity On The Object, aimTypeIsSelectable: x, aimTypeName: Manipulatie / Activiteit met het object})"
"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Handling / Activity On The Object, aimTypeIsSelectable: x, aimTypeName: Manipulatie / Activiteit met het object})"
"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Handling / Activity On The Object, aimTypeIsSelectable: x, aimTypeName: Manipulatie / Activiteit met het object})"
"(:Aim {aimId: 106, aimIsSelectable: x, aimNameEn: pushing and pulling long, aimName: duwen en trekken lang})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Handling / Activity On The Object, aimTypeIsSelectable: x, aimTypeName: Manipulatie / Activiteit met het object})"
"(:Aim {aimId: 107, aimIsSelectable: x, aimNameEn: pushing and pulling short, aimName: duwen en trekken kort})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Handling / Activity On The Object, aimTypeIsSelectable: x, aimTypeName: Manipulatie / Activiteit met het object})"
"(:Aim {aimId: 108, aimIsSelectable: x, aimNameEn: push or squeeze eg clips, plugs, pliers, aimName: duwen of knijpen bv. clips, pluggen, tang})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Handling / Activity On The Object, aimTypeIsSelectable: x, aimTypeName: Manipulatie / Activiteit met het object})"
"(:Aim {aimId: 109, aimIsSelectable: x, aimNameEn: power grip eg pliers, aimName: krachtgreep bv. tang})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Hand State / Force Onto Fingers, aimTypeIsSelectable: x, aimTypeName: Handstate / Kracht op de vingers})"
"(:Aim {aimId: 110, aimIsSelectable: x, aimNameEn: contact grip eg ball of thumb, aimName: contactgreep bv. duimmuis})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Hand State / Force Onto Fingers, aimTypeIsSelectable: x, aimTypeName: Handstate / Kracht op de vingers})"
"(:Aim {aimId: 111, aimIsSelectable: x, aimNameEn: moderate pinch (thumb to > 2 fingers), aimName: matige knijpgreep (duim naar > 2 vingers)})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Hand State / Force Onto Fingers, aimTypeIsSelectable: x, aimTypeName: Handstate / Kracht op de vingers})"
"(:Aim {aimId: 112, aimIsSelectable: x, aimNameEn: strong pinch (thumb to 1 or 2 fingers), aimName: sterke knijpgreep (duim naar 1 of 2 vingers)})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Hand State / Force Onto Fingers, aimTypeIsSelectable: x, aimTypeName: Handstate / Kracht op de vingers})"
"(:Aim {aimId: 113, aimIsSelectable: x, aimNameEn: finger push eg thumb, index, aimName: vingerduw bv. duim, wijsvinger})",[:HAS_AIMTYPE],"(:AimType {aimTypeNameEn: Hand State / Force Onto Fingers, aimTypeIsSelectable: x, aimTypeName: Handstate / Kracht op de vingers})"
